3 10000
0.5797544357 0.4409189381 0.9877085849
0.2227384866 0.0581983756 0.6402532841
0.8295483830 0.0290629941 0.9208104869
0.7266129533 0.9138068117 0.6908828812
0.4241523844 0.7868577644 0.4075420693
0.5739437853 0.3946587895 0.7333687055
0.6211652900 0.4752859540 0.9151802402
0.9698935235 0.6918270026 0.4670113415
0.7301808143 0.0856609812 0.9922319919
0.4485461505 0.4575579837 0.7179882449
0.4294356013 0.9662488920 0.9915955282
0.1200283323 0.9086368559 0.1747393827
0.9527970654 0.8024455764 0.5690731872
0.5454532462 0.4991978191 0.5873814718
0.1383932234 0.4783704964 0.3595174274
0.7811300396 0.1254787598 0.4783468781
0.3901880576 0.5435884793 0.2022021331
0.1633803709 0.0105493038 0.8828020179
0.8296845292 0.6178184438 0.4085015082
0.2575483287 0.9822219575 0.5165176441
0.8303736712 0.6191413962 0.9302201861
0.2028447062 0.9274157677 0.4821309237
0.7877506245 0.2558449932 0.9275910377
0.3264675140 0.3946269507 0.6536400942
0.9419927003 0.4594700351 0.2687886284
0.2361100954 0.0192049657 0.7810739007
0.0813056716 0.1294330214 0.8264266148
0.4944050358 0.5774585488 0.8773584854
0.2405339098 0.8403876863 0.4634819985
0.8812145011 0.4652116281 0.1360197204
0.6190497500 0.9261054590 0.4043175509
0.2934218563 0.5651669090 0.0975134020
0.7512501120 0.7455642428 0.0416785055
0.6439650345 0.1911682465 0.7275162784
0.6403947512 0.8230842147 0.1494928270
0.6730552139 0.5911796163 0.9604053209
0.0841115795 0.7987488495 0.3081516232
0.2927187789 0.1560643833 0.0657648879
0.3595998574 0.6771443486 0.0146072831
0.3545436591 0.4000792427 0.1330821015
0.4555718225 0.4436620380 0.5027005660
0.2540341561 0.8880558853 0.7009310734
0.3966656144 0.0748232773 0.8722572337
0.0142357150 0.1837437756 0.3864376855
0.1509897851 0.5529750762 0.7922566856
0.3058288005 0.5248680282 0.3799685857
0.4655072747 0.8769740570 0.0546664456
0.6625429767 0.6527587303 0.3097572497
0.6127768356 0.1656356491 0.3463961978
0.5646043804 0.2999787677 0.0523548379
0.9392057705 0.4021042607 0.4651396927
0.3318693437 0.6780577392 0.2148018157
0.4158989126 0.2986085413 0.3379540984
0.1548727827 0.7000293641 0.9933397846
0.0257377486 0.2684299538 0.3965673801
0.2317569340 0.4471093423 0.6331896439
0.6284461055 0.1675998770 0.5794788802
0.3066549412 0.9651326217 0.1715556021
0.8502639452 0.1739511938 0.2259786179
0.0072515767 0.7456055712 0.2016238102
0.7193956235 0.5002417449 0.9751619321
0.7413042889 0.4551442625 0.1507789756
0.6362954202 0.6456535210 0.8369245452
0.4581949435 0.2273005028 0.4626051225
0.7879397010 0.5231512686 0.1334792524
0.9545863612 0.4904827164 0.3205263459
0.1131976092 0.4584709107 0.7422164879
0.5032261687 0.5357917852 0.3703161573
0.5969218983 0.7300260188 0.1942353730
0.3788275257 0.5375986544 0.3676587742
0.4504989347 0.6760686418 0.0775137177
0.6743330110 0.3784191620 0.5870353341
0.0291231007 0.7532220821 0.9682590187
0.6722564328 0.2641628255 0.4103104777
0.4850689988 0.3982731578 0.3687520059
0.7667917434 0.9024118641 0.4306936838
0.8183676941 0.7848099461 0.4657977011
0.6900266247 0.3822988215 0.9452306731
0.7357498849 0.7550910111 0.2255181897
0.6922957247 0.4345076149 0.1751372958
0.3883434829 0.5461852523 0.7370002013
0.2668186139 0.3794269613 0.8601714565
0.3213663531 0.2164516166 0.4910607919
0.4968302278 0.1877837173 0.5977357482
0.9742085061 0.0336341396 0.5397260262
0.6577366878 0.3750355206 0.1595234624
0.4365787760 0.3456231189 0.3553142019
0.6350966536 0.0838300091 0.4537031799
0.5677300626 0.9775300931 0.6407076930
0.6926189653 0.5522364048 0.1214844560
0.2289092968 0.1268552540 0.6068976385
0.2190214883 0.4435355687 0.9705022342
0.2694374147 0.4062074346 0.5904805218
0.2200313723 0.3594184308 0.8699237751
0.3770273609 0.4306612796 0.5714929330
0.2142031724 0.1399950621 0.4719271223
0.6032316763 0.7731794125 0.5216061535
0.9174620711 0.9526262525 0.6556609195
0.7377227871 0.4602661589 0.6346014986
0.9702893051 0.6637088469 0.7187162626
0.3843071087 0.0029281167 0.4450711994
0.9898926499 0.3922399282 0.4349440787
0.0017422349 0.0485000909 0.8032350200
0.0659547379 0.2010647988 0.5370762331
0.6929723092 0.6495406887 0.9951319288
0.9940415204 0.5625459750 0.2255499265
0.2307445601 0.2505729189 0.5699530674
0.1611796172 0.2669137237 0.5918981830
0.2169895203 0.1549484707 0.2886987084
0.7620370251 0.8907227315 0.5639612073
0.0189735291 0.0315496679 0.7701380269
0.7456741977 0.0243329388 0.9515232398
0.3021518607 0.7056861173 0.7600571126
0.5495636314 0.7273806250 0.2527382605
0.7544755813 0.7329574072 0.2713030573
0.9990175223 0.3495895464 0.0926375881
0.6583093404 0.5006230286 0.5122293184
0.6523856465 0.8698144950 0.4159253373
0.8247923173 0.0795549727 0.2357762896
0.8440841843 0.9443041877 0.4826642311
0.8664527004 0.6632367561 0.0706994477
0.9056422269 0.6169199482 0.2388624961
0.8966143136 0.0387445713 0.6078795811
0.0917639781 0.7522691821 0.0749748446
0.3213262495 0.2253193404 0.1671839774
0.8117486906 0.1766946541 0.7806206698
0.4035718463 0.6343120483 0.7511223039
0.9167631579 0.3889197252 0.4757399947
0.9573826161 0.8429703465 0.1753696963
0.7128935042 0.8038567332 0.4972317852
0.9293402659 0.5253883737 0.3115578926
0.4005738018 0.2176418903 0.1571266384
0.5647945317 0.3211740417 0.5846246034
0.1642832483 0.9510214182 0.4389894069
0.3273431360 0.3359660456 0.5966188682
0.9187139371 0.2707982339 0.3275106055
0.8117771411 0.8968098689 0.5873398493
0.5516749670 0.7974613418 0.1946876502
0.9659262628 0.9348338393 0.1171379733
0.5257683527 0.1219872315 0.7155907004
0.3491881213 0.1870448771 0.8297761938
0.0915549066 0.2834157631 0.7109726768
0.4944612253 0.3249855586 0.4237082052
0.5421159469 0.2849317461 0.7062629520
0.7834673943 0.3461772567 0.6260503684
0.3543699286 0.0106167008 0.9467759174
0.8153867180 0.5547672467 0.4684476968
0.0031194969 0.9870964295 0.7372541001
0.0399535044 0.2267643557 0.4473654978
0.2832478433 0.3853937142 0.9297406575
0.0117240671 0.6693413946 0.6902427811
0.3716113533 0.7779551520 0.4874812759
0.2767825798 0.9601769701 0.3969527765
0.4987000947 0.0865623986 0.7781402570
0.6071195820 0.3599779995 0.2007946003
0.2369342705 0.6235040142 0.8109564286
0.1519111548 0.7329743409 0.9544348030
0.6007168446 0.0119313023 0.4293726370
0.9806557992 0.0099870169 0.6859976072
0.3038854861 0.7137252849 0.2954521170
0.7745970513 0.9349510614 0.6837805799
0.1550616395 0.4525576361 0.7080485650
0.0995398952 0.5772162481 0.9243239552
0.7288161427 0.2607670164 0.0485855246
0.8682684984 0.3878166175 0.0155959475
0.0149603609 0.7406400795 0.8645960762
0.0224508978 0.1605831563 0.9523742467
0.8834290644 0.9326847250 0.7924450891
0.9583315648 0.0971877878 0.0147029870
0.0598240857 0.3422497842 0.9201641423
0.3507833215 0.1899840433 0.8286859815
0.5234844902 0.5755736087 0.8933865675
0.2442895536 0.9017154108 0.0554299408
0.4297873579 0.6524691227 0.4387767098
0.5868960818 0.7495325033 0.8446528102
0.2950237029 0.1106511671 0.8200129159
0.7316282847 0.1794953289 0.8874776221
0.3628072077 0.6152987441 0.8286193355
0.5682666289 0.9118603535 0.1299380333
0.1268796702 0.6706681420 0.0613314454
0.8140594258 0.3999870004 0.1542065946
0.5273023632 0.7882277518 0.4619197243
0.5501496136 0.3121325054 0.5319726359
0.4021624982 0.2664695464 0.3334857935
0.6440835519 0.0352608952 0.5813820837
0.4064724345 0.0987188616 0.3071635499
0.5408487480 0.0088409057 0.6211763492
0.7610673701 0.4121219437 0.5273977306
0.2193455400 0.3538429999 0.4471424337
0.9557111797 0.5693915092 0.5927834659
0.0050607629 0.8984428542 0.3914178263
0.9228793040 0.9850006933 0.1496345761
0.0627479071 0.0169705273 0.3011961616
0.8772998084 0.9971364057 0.5430535094
0.8700574085 0.9583286796 0.9145658875
0.0424470789 0.3860885834 0.4099370982
0.4317760136 0.1399873475 0.5303739944
0.8161881962 0.9069199215 0.2801402850
0.4946037821 0.9801961503 0.6803297436
0.0125468135 0.2763318307 0.2581189136
0.3959797210 0.5720145454 0.1156258008
0.5205814554 0.6534743936 0.3625660286
0.3751282879 0.0052824596 0.9233465957
0.1600466746 0.8195238845 0.6198824479
0.8728646954 0.9331346739 0.5213318534
0.8447626120 0.2831067744 0.3319702812
0.6271109406 0.5078111136 0.4562222736
0.4783875021 0.7699532729 0.3679234532
0.0548714110 0.2413403781 0.6866276359
0.1034103363 0.1280543180 0.3999700048
0.6674579815 0.1010559002 0.8602361703
0.6844335650 0.7658792821 0.8578019377
0.4877827798 0.5264381012 0.8815965324
0.5108832971 0.8774152262 0.9409022026
0.7852369709 0.8533386576 0.3498522375
0.9927025778 0.3658179291 0.4821479700
0.9415431036 0.3903745884 0.2538861905
0.6016819782 0.6439203437 0.4702867070
0.6700027400 0.7903914655 0.5018962254
0.6760933340 0.7563977552 0.1202120336
0.1990777490 0.2605383336 0.5534275088
0.1991332230 0.8109052499 0.1219827071
0.0705537172 0.9503211135 0.8301201321
0.9342139611 0.1086870495 0.0424593649
0.2238384312 0.3251044720 0.2911101388
0.5417569379 0.6070694714 0.1387776387
0.7886887779 0.5773015699 0.5652209728
0.4093223620 0.2964262890 0.1468754402
0.1940412028 0.5998869043 0.1497418407
0.9265637447 0.6748319225 0.7385123608
0.8891811474 0.6445991740 0.8989489809
0.5033741221 0.1582630452 0.8528721665
0.9187042940 0.3108597953 0.7346731317
0.4285199884 0.2987678308 0.4983707696
0.4157503976 0.6718844554 0.9889147744
0.2930128827 0.9141313886 0.1462634065
0.6065339925 0.0998900189 0.0387634915
0.4972591830 0.7590008942 0.0362364341
0.8212260560 0.5610940920 0.1740996489
0.6174492748 0.4419756245 0.2427242043
0.2159818272 0.8830750146 0.5314265447
0.7078616531 0.9807112937 0.6005683572
0.5415951635 0.8667616117 0.9524552235
0.2971318208 0.0034863285 0.0044584890
0.4554017090 0.5871667132 0.8166914071
0.6189417614 0.4231863346 0.1984081310
0.2628481130 0.5257550659 0.8508437607
0.8186891899 0.1053409023 0.6105496313
0.1359888871 0.2280478258 0.6120199590
0.4704783807 0.4178909498 0.3707895711
0.4799917677 0.3892295024 0.4602928206
0.7986577806 0.7284376491 0.2826191331
0.7397211024 0.7844390093 0.9784032699
0.7847655880 0.6605412584 0.4061829919
0.5657611653 0.7851728137 0.8416006931
0.9947544598 0.3578597461 0.9070098102
0.6364038840 0.1168953888 0.8082000941
0.8746546754 0.5138690290 0.5778605085
0.5995630396 0.8268693175 0.1958979714
0.8447292270 0.7718435449 0.2027591525
0.1085717016 0.8784642016 0.1744183669
0.5282117070 0.1349374225 0.1842534723
0.9770336815 0.1652367660 0.2988554646
0.2475922624 0.4145183772 0.0706497657
0.2856753653 0.1080020090 0.9274943911
0.3725255002 0.8014172256 0.6974146424
0.9036231481 0.6394139458 0.1070473871
0.6792920071 0.5789395102 0.5686512762
0.8222211082 0.6164551126 0.8957366763
0.5876781997 0.4169769320 0.7531752437
0.3021837970 0.8967846925 0.3080124957
0.3992569173 0.5100484543 0.9279263428
0.5013425767 0.0554418345 0.4954262058
0.4750053788 0.5051180847 0.3831344447
0.9743751220 0.5358322288 0.7233292139
0.3565917212 0.1687458246 0.6213264101
0.5842513685 0.1998064870 0.3696812762
0.4927908237 0.1652935439 0.3816827877
0.6858895263 0.9990178446 0.0630762380
0.8682874925 0.3032058304 0.5572757857
0.7468277972 0.1245141247 0.3040700907
0.2282397897 0.3441605628 0.4836157273
0.3909957364 0.2025088121 0.7257518629
0.5748423852 0.0165038978 0.3964805870
0.3451067496 0.1099929485 0.3068434125
0.7108650316 0.9944241864 0.2533794449
0.0745839517 0.9040523391 0.2189637101
0.9279193969 0.3800349780 0.0879872371
0.3175761013 0.1213722034 0.7422786989
0.4135802313 0.2283735310 0.5529260674
0.3560901230 0.9438285152 0.6009730558
0.1154276814 0.7319707280 0.2054631896
0.6938525913 0.3969151088 0.2711064976
0.9515478196 0.8601865407 0.7794743664
0.1687942613 0.3646463356 0.0274661535
0.2095274440 0.4933844007 0.8275585159
0.3433232860 0.4417820605 0.9459182983
0.5777026515 0.7924856381 0.2165570849
0.4599298943 0.7587940320 0.1844625697
0.1407994524 0.8905684398 0.7671679734
0.5425831618 0.7656190608 0.1427054217
0.4566510956 0.5753543186 0.9123254897
0.4429125240 0.3646843847 0.6559960556
0.9148261208 0.3969309889 0.6609554159
0.5806357062 0.2330004474 0.0135665570
0.4903866545 0.6248939963 0.0144342041
0.6307620251 0.5317377381 0.5874579159
0.3374439126 0.6107613301 0.1459685874
0.3309779720 0.3722050736 0.0745229296
0.3504453394 0.3066944201 0.3335078292
0.9699136853 0.7582258994 0.6467404358
0.2968100481 0.0688590471 0.5162226615
0.5252437385 0.0968137864 0.7262909368
0.8814428921 0.5915442906 0.5527923519
0.4779000290 0.5114490761 0.3824452387
0.8666152776 0.6914793932 0.7696738846
0.2098874240 0.2986530315 0.3305421971
0.3800154156 0.1680164891 0.8861551321
0.7586435993 0.6265984350 0.9954995972
0.2389846754 0.8720668234 0.5349911424
0.6107742540 0.1570580698 0.9426862942
0.1015702460 0.8582730753 0.3924199090
0.8228293473 0.9859691903 0.8864789581
0.2923405985 0.8846283244 0.5164753625
0.6589868650 0.1293993404 0.7477817054
0.7357552701 0.8222856486 0.7729866284
0.8989506130 0.3184691641 0.2101198737
0.9701354239 0.4630512231 0.9492158307
0.9401639504 0.0386077100 0.7758905734
0.6746415347 0.5624073992 0.6968261976
0.5613620444 0.1188284306 0.1728563035
0.6378841963 0.7525692723 0.2798584851
0.4972406301 0.3738009942 0.1652556257
0.2388609137 0.7487932579 0.1127026775
0.8161754354 0.9625118061 0.6778901002
0.7804911999 0.7934349715 0.8265038968
0.3601610247 0.7897355588 0.7396233278
0.8744634836 0.8578965294 0.9777365809
0.3837115070 0.5354515936 0.9171461275
0.8991384813 0.9501324561 0.6612768604
0.7379585528 0.5574765414 0.8723569604
0.5988713149 0.2207959121 0.7562955405
0.9335084288 0.1659373757 0.6424585897
0.2192482637 0.7397148706 0.9139241968
0.5204330682 0.6106954245 0.8658777824
0.3970604093 0.3084450478 0.1644573403
0.7174714690 0.1036564775 0.6646519210
0.1277352339 0.7091129303 0.8272235825
0.4447072786 0.8359948827 0.9758482142
0.5580129860 0.0121435370 0.3511679058
0.6020139229 0.4893939937 0.7832872914
0.6490556748 0.4973603610 0.1571119894
0.2027798475 0.6915634973 0.3996818314
0.5485767305 0.2491712326 0.8847187427
0.8777426852 0.9568121426 0.9163403379
0.0568139160 0.4389740650 0.6829604935
0.3499804055 0.2812277083 0.4958133570
0.3836288521 0.8004162992 0.8565337643
0.8964022530 0.6744894831 0.3037677566
0.5568231661 0.8932190496 0.8172972469
0.3275731860 0.4476392474 0.3680423135
0.4248447814 0.5671507140 0.8389864034
0.9355859239 0.2998490318 0.7169369628
0.2716020224 0.0570766558 0.1163647733
0.4245673989 0.4063719731 0.2155980532
0.8398221023 0.7411376372 0.2270597822
0.7471473964 0.8405921588 0.5550891678
0.9303194828 0.8130444613 0.5193307781
0.0746479758 0.5103828180 0.2133712906
0.2853610241 0.3240466083 0.5328579767
0.1498759736 0.0360550639 0.0649218722
0.4510022913 0.7831492744 0.0872499939
0.7417688999 0.1390945165 0.6515105060
0.9778847053 0.5308062403 0.0057347108
0.9067446710 0.1994210589 0.0617584726
0.7339575855 0.0491008652 0.3515665216
0.4267704087 0.1085281865 0.2723535516
0.5408655731 0.5951031606 0.4202663663
0.0511936778 0.0340341559 0.3947699573
0.2277700087 0.7154483633 0.6657694340
0.3376504723 0.1874343046 0.3871449324
0.5107455813 0.3147768977 0.1445341355
0.4350022285 0.9572226092 0.7526718217
0.3884296693 0.4372598724 0.9453628486
0.7119053858 0.4909965501 0.7646853448
0.6096133353 0.7828007718 0.2264674823
0.6366815592 0.5144018938 0.1629371491
0.5551009057 0.9655813400 0.1578380433
0.7807537933 0.9926043531 0.0875697761
0.1289863631 0.6095600382 0.1303606713
0.8093523173 0.6296122855 0.5274841706
0.9952223879 0.9100863400 0.7450113078
0.6134602722 0.7102838905 0.5998915002
0.7556258328 0.7104073785 0.7403263845
0.9079300868 0.1545639375 0.6457566620
0.1196838482 0.8597117541 0.6123493780
0.1782739446 0.0192438653 0.4659916112
0.9843700154 0.4679727795 0.6187145791
0.7932044023 0.5053527844 0.4141495267
0.0812333346 0.8557738730 0.3348142111
0.9045660515 0.0534021692 0.6051129345
0.4907756923 0.8742588394 0.6273828901
0.2331102491 0.2023930417 0.7833761166
0.8411576345 0.8600435675 0.2514432446
0.6690418606 0.3203476968 0.5852749278
0.3762801362 0.5061634769 0.5026370984
0.9972568868 0.3802092236 0.5188592992
0.2665473629 0.4499866257 0.1520547301
0.0719126465 0.0024911754 0.0063935657
0.4825474063 0.8720325294 0.9026204844
0.1010528060 0.8747354482 0.4079506778
0.1049702078 0.6753040360 0.8933240010
0.0508982374 0.3154935257 0.1024366591
0.3042669302 0.3649418681 0.5763658557
0.0056061385 0.3320348939 0.6576755320
0.6262524485 0.7960595919 0.8238880859
0.7919590217 0.6162328139 0.2778502873
0.4506335090 0.8455214474 0.9763068951
0.8404164657 0.6070900581 0.6150334833
0.8681352459 0.3872129942 0.2861322299
0.0408555570 0.2773707720 0.4042864666
0.9936433163 0.9894117631 0.1572703067
0.5823078941 0.7701825114 0.9880454588
0.1471518756 0.5127022204 0.9236800833
0.1897219892 0.6564957617 0.1915758349
0.8024029790 0.3620025256 0.5836945705
0.6413904880 0.9309110773 0.3850441381
0.9835367594 0.1963733486 0.6933098720
0.4112408577 0.9622801886 0.7993553013
0.3313694843 0.5203108498 0.5138872534
0.1368385278 0.4147399841 0.6105847648
0.0057437553 0.1664864537 0.6050402321
0.8094477397 0.1366628512 0.9010303072
0.3287983093 0.0872837734 0.9915044767
0.3040858681 0.6049121885 0.6298657216
0.3274828673 0.6652696098 0.6043880803
0.6707503798 0.5767153186 0.2953555610
0.1508635214 0.7824626793 0.5757082728
0.7673975174 0.5049187147 0.4476259086
0.4692686581 0.4745951925 0.9320295509
0.1652402889 0.3463662330 0.7384220490
0.0472909991 0.9752882723 0.3788625979
0.3501091390 0.5139183396 0.1667698972
0.1740719425 0.8777950850 0.7965105271
0.3728286267 0.4364511535 0.9294075048
0.9625024628 0.5529205088 0.3358265448
0.8296430543 0.3417484337 0.2565263339
0.2411157203 0.1003625610 0.6553712292
0.9909208650 0.4775806646 0.3971413565
0.1209777004 0.6606174330 0.0164133778
0.1415538514 0.9175453571 0.4384303223
0.4283037197 0.9334497503 0.4611060416
0.9882308954 0.8663619355 0.6386203739
0.7483085400 0.9262004928 0.2720133601
0.2298847541 0.3148833324 0.3382453366
0.3627365539 0.3802379363 0.0860991164
0.5788027140 0.1017433410 0.1068972482
0.5447622477 0.8272213402 0.0749452433
0.8439785793 0.4061710709 0.0934435034
0.1830487910 0.1572485413 0.7528537304
0.1068964870 0.8302650410 0.9146535248
0.9219430171 0.1111362113 0.9031424112
0.0911485851 0.5185198497 0.3836991172
0.9917378578 0.1822558508 0.9439514888
0.5122120449 0.2746411031 0.1654148686
0.8750905414 0.1904034210 0.6010735822
0.8104832402 0.4582234095 0.3333408775
0.4994836176 0.4158990165 0.5142620345
0.8492432860 0.2555127309 0.6597361538
0.9351387071 0.3813001355 0.3841645915
0.1715280276 0.6614070353 0.4518983508
0.7906854399 0.5042862028 0.7347350952
0.6178386376 0.4506602297 0.7522631792
0.6381129859 0.4095379108 0.6188561808
0.4127794660 0.3806170275 0.3631686169
0.3153230956 0.1477867945 0.4091589203
0.5357210732 0.0806985078 0.2268370478
0.9009382511 0.3373732560 0.3863991140
0.3791955758 0.0290306815 0.5160191922
0.6612931474 0.8079989288 0.3849582048
0.3839533275 0.7228105618 0.9894588428
0.4422892223 0.8240692049 0.4889556833
0.8327315021 0.8521158932 0.4347675917
0.0134073387 0.5249939261 0.3820683757
0.5657597307 0.8362037332 0.1051649639
0.2141020031 0.4548553408 0.6266381581
0.3408574424 0.2680451378 0.8524323298
0.1615265974 0.1932585219 0.7073645770
0.5078304459 0.4679831832 0.0418125947
0.5462022753 0.3120571081 0.3406754061
0.5183414217 0.6219261135 0.3253312917
0.2478143418 0.4877073585 0.6053817257
0.8036578170 0.4468169253 0.2860595154
0.2419498765 0.5164624636 0.1973984503
0.8265002124 0.0748403137 0.8418087400
0.0190485815 0.6489986303 0.9510976073
0.3618395379 0.7461339032 0.7737194480
0.0737498809 0.6653803614 0.9831381784
0.4214237656 0.0163998753 0.2524397690
0.6444557566 0.3458697902 0.1631375918
0.7632853266 0.1636252211 0.2223754772
0.9875198111 0.2968389085 0.6305962500
0.8746374404 0.3944730639 0.4718939496
0.8023648182 0.4273269299 0.8259981118
0.3716421592 0.2871655523 0.7329694281
0.3800292606 0.2636647201 0.3972256499
0.0419174886 0.7445308974 0.1474959760
0.4285813006 0.9513253398 0.9995843629
0.0892965005 0.2735309568 0.1197794534
0.3228646459 0.9751308387 0.3516024204
0.1687756823 0.2534908210 0.2994959500
0.3191372879 0.8001391512 0.7359854813
0.7502583880 0.3184729197 0.0553514449
0.6965800968 0.3120191060 0.7827194229
0.4184733154 0.5389430361 0.7453310387
0.8345960623 0.0038137793 0.3941252352
0.0510986590 0.0568732651 0.2174501994
0.0169000416 0.1727209460 0.9923773815
0.4716592121 0.5093561562 0.8914465846
0.1089725589 0.7824488008 0.1638751412
0.2218991405 0.3598970894 0.4024522786
0.6598723148 0.2725583321 0.5329852282
0.7198051969 0.1048402757 0.8535605256
0.9815737467 0.8647941075 0.6013480100
0.3209515105 0.2559039582 0.8236712146
0.4979269986 0.7200410046 0.3720318355
0.3871754999 0.1626999817 0.1823044379
0.8987811889 0.0553124029 0.9964008479
0.0231562056 0.7632819792 0.3410468606
0.9810487512 0.8905227555 0.8981173383
0.0999093584 0.1918709690 0.4958806164
0.8592759302 0.2702471867 0.1070186160
0.9606610218 0.7010847125 0.2412935743
0.3152974427 0.3532761569 0.9404631512
0.3555940790 0.1123299217 0.1526214809
0.2236601767 0.7210574351 0.5613354449
0.5681488972 0.4016096767 0.7602626008
0.0796694605 0.5911469180 0.5861789069
0.3907850473 0.5733850676 0.8414930383
0.5923467026 0.1225256181 0.6320804251
0.8519836796 0.4908804962 0.3791762230
0.8750967154 0.2648133568 0.2588944687
0.4910483252 0.4976754736 0.5936089727
0.0078102536 0.3310977969 0.5528378536
0.4571704955 0.2214763217 0.9053444328
0.1849607956 0.9257331914 0.1644344823
0.2258256318 0.8977411780 0.9071211706
0.0672995789 0.5995411608 0.6794136804
0.3917042460 0.9319117788 0.1485636599
0.2919039397 0.7049095533 0.9490029568
0.1952260256 0.8338771779 0.6051957345
0.7800410499 0.1886002472 0.5641186537
0.3374417562 0.2045177440 0.3420794258
0.1531802383 0.9975618750 0.8319337044
0.4887356500 0.9337011068 0.4365248605
0.5780836852 0.2036659120 0.7850889735
0.5403874583 0.4052130827 0.8548442296
0.8187718968 0.9066882079 0.1682446076
0.1725822988 0.1380558543 0.5048304767
0.0372684798 0.5264206989 0.8686149170
0.3274691733 0.8754682105 0.4781982116
0.0085939894 0.9783865122 0.4033494792
0.1504412044 0.3614137163 0.7334159258
0.2025638338 0.6890962899 0.0597424980
0.5367770442 0.5321865780 0.1427799085
0.7478685356 0.7532370166 0.3617990386
0.5333098080 0.4079206370 0.1725276707
0.5308704087 0.3746561135 0.9253973207
0.7663160566 0.1213855679 0.0968936793
0.8971756192 0.6726058662 0.0976902010
0.8033635925 0.2490894725 0.7749424352
0.0475255108 0.4038650488 0.6678661777
0.5646179971 0.3898605653 0.6540627306
0.9355817848 0.7073514237 0.5680732758
0.9604412650 0.5331270440 0.0127030999
0.3529537705 0.1095050334 0.6926884017
0.9868927763 0.1887336344 0.9471746079
0.3596176797 0.3478758648 0.2991640004
0.5372200267 0.8160438804 0.0575755297
0.7556567250 0.6786645846 0.2397180518
0.0323788049 0.5347963985 0.8275367099
0.2350398171 0.1637463173 0.0776961350
0.1104965887 0.3203175264 0.8382418146
0.9744352997 0.8808685657 0.5303156751
0.8568982399 0.9682239504 0.1165581958
0.0686238372 0.2143857608 0.8050479597
0.1985643316 0.3939899885 0.0321750157
0.4541288189 0.7867415804 0.8551628624
0.7852243624 0.8466908162 0.6438748810
0.0093347309 0.1457085150 0.4452786979
0.2841437347 0.4648341720 0.5022324914
0.9855026313 0.5571632620 0.2395321436
0.4160392981 0.4755636175 0.0355301264
0.5535995951 0.6332078843 0.0167450338
0.8896076278 0.0417454942 0.6087406191
0.8871237544 0.6851060039 0.7410251765
0.0476916880 0.8559335588 0.0055618027
0.7923364175 0.5009445675 0.1288349139
0.1775615116 0.1034234979 0.3223174543
0.1311462704 0.9257894490 0.3177338067
0.9813467077 0.4582748610 0.4003824840
0.9439864017 0.8930077042 0.9813861298
0.1190127020 0.4931865153 0.8667716751
0.6622846523 0.2695151875 0.0234884531
0.9241851422 0.2434835702 0.4857804438
0.0668909923 0.0237315952 0.2829686683
0.3955502778 0.1180500345 0.2486870211
0.8787909395 0.9317134130 0.4300242379
0.0113391030 0.0012264790 0.3945302185
0.7811854254 0.1315997795 0.4751195926
0.1727312479 0.5785563954 0.5388302189
0.4517466486 0.7893075911 0.3457440542
0.2552365425 0.2965596261 0.5891038315
0.8587953017 0.1519545182 0.1892983387
0.6653775350 0.1055244496 0.9317527107
0.0604766930 0.2230098333 0.2076078498
0.1798591400 0.6184265337 0.8479523039
0.8587568928 0.8560509943 0.9481313332
0.4666302331 0.1862595024 0.0513328344
0.3487643246 0.6647655569 0.2514167727
0.0818944536 0.8982514717 0.4459863819
0.5269744978 0.4019393048 0.5002687182
0.5885454266 0.7814902016 0.2481888002
0.1887774943 0.3556390854 0.9031004778
0.9647504228 0.3626612912 0.3349658426
0.8982353022 0.7369878682 0.9552898198
0.2887027970 0.9908361035 0.1014725603
0.8529380186 0.4332683398 0.2908124620
0.0828450014 0.7966863614 0.5197435588
0.0596411070 0.3022124209 0.8911833588
0.4804509132 0.0530971070 0.5837133503
0.3946835569 0.3989558747 0.3833634414
0.9050213713 0.5378733909 0.0788632793
0.0607991768 0.1658781393 0.9572706793
0.8614404328 0.4067053661 0.5163882954
0.1705267518 0.5142351573 0.2245362903
0.6488379769 0.1011338865 0.7345631242
0.4371436072 0.2129254447 0.1758938526
0.5244674572 0.4035274087 0.2573461763
0.8302473119 0.4818087705 0.2266232459
0.2511844704 0.1172534059 0.0673077120
0.3950294116 0.7656942797 0.3153829320
0.6435453123 0.8534774218 0.9600251903
0.3852565834 0.1292131281 0.3634950553
0.0801130862 0.9278506912 0.9768424481
0.9305651402 0.8013960580 0.2354285853
0.2165371621 0.6994722473 0.3260920462
0.9057225084 0.0712274436 0.4686755508
0.3777685106 0.3458976976 0.5310844898
0.4067505874 0.3778761966 0.4768498626
0.2087738389 0.9705040160 0.5213577553
0.8646821449 0.8360203601 0.9064028624
0.9019450166 0.5118540071 0.4436704279
0.1211969558 0.6774819929 0.5006484160
0.3067792758 0.8607531224 0.7025473253
0.9243628986 0.0053872415 0.5257227327
0.1544045770 0.1465711845 0.5653670440
0.6360645151 0.8007836822 0.2913280985
0.2455162974 0.9679119245 0.1853309985
0.9551525790 0.7592169862 0.6667550185
0.1126764393 0.2898037562 0.6943759123
0.7425706741 0.6212730604 0.0110564702
0.4292596637 0.9373841945 0.2345498799
0.9790044738 0.2964184648 0.6858210375
0.6855826505 0.4252530541 0.5276500385
0.7444590607 0.0955177342 0.3142821690
